id;nombre;direccion;telefono;horario;SQL
764;Twitterwire;50499 Bultman Street;9975022459;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (764, 'Twitterwire', '50499 Bultman Street', '9975022459', '13:00 - 21:00');"
765;Wordtune;38 Farragut Place;1499125832;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (765, 'Wordtune', '38 Farragut Place', '1499125832', '06:00 - 14:00');"
766;Lazzy;29148 Farmco Crossing;2419525740;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (766, 'Lazzy', '29148 Farmco Crossing', '2419525740', '12:00 - 20:00');"
767;Zoozzy;497 Di Loreto Point;3224615053;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (767, 'Zoozzy', '497 Di Loreto Point', '3224615053', '07:00 - 15:00');"
768;Divape;7 Dottie Junction;7041659297;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (768, 'Divape', '7 Dottie Junction', '7041659297', '11:00 - 19:00');"
769;Photobug;365 Lindbergh Circle;7438330257;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (769, 'Photobug', '365 Lindbergh Circle', '7438330257', '11:00 - 19:00');"
770;Vimbo;9 New Castle Alley;3865643641;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (770, 'Vimbo', '9 New Castle Alley', '3865643641', '11:00 - 19:00');"
771;Devbug;691 Arizona Lane;1134672406;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (771, 'Devbug', '691 Arizona Lane', '1134672406', '12:00 - 20:00');"
772;Camido;15377 Northfield Hill;3069964024;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (772, 'Camido', '15377 Northfield Hill', '3069964024', '13:00 - 21:00');"
773;Skinte;59 Stephen Center;3624478902;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (773, 'Skinte', '59 Stephen Center', '3624478902', '07:00 - 15:00');"
774;Dabvine;1138 Mockingbird Junction;7105357917;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (774, 'Dabvine', '1138 Mockingbird Junction', '7105357917', '06:00 - 14:00');"
775;Youbridge;8061 Anhalt Parkway;9825778004;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (775, 'Youbridge', '8061 Anhalt Parkway', '9825778004', '08:00 - 16:00');"
776;Eazzy;549 Rigney Alley;4383510367;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (776, 'Eazzy', '549 Rigney Alley', '4383510367', '09:00 - 17:00');"
777;Agivu;9417 Morning Way;1297722300;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (777, 'Agivu', '9417 Morning Way', '1297722300', '06:00 - 14:00');"
778;Zava;9612 Judy Point;7181439669;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (778, 'Zava', '9612 Judy Point', '7181439669', '06:00 - 14:00');"
779;Kanoodle;82204 Express Way;2315294565;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (779, 'Kanoodle', '82204 Express Way', '2315294565', '07:00 - 15:00');"
780;Dabfeed;8280 Merry Avenue;7016950176;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (780, 'Dabfeed', '8280 Merry Avenue', '7016950176', '12:00 - 20:00');"
781;Quatz;5 Pleasure Place;9764603756;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (781, 'Quatz', '5 Pleasure Place', '9764603756', '07:00 - 15:00');"
782;Topicblab;5145 Moland Avenue;9731354029;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (782, 'Topicblab', '5145 Moland Avenue', '9731354029', '11:00 - 19:00');"
783;Jaxspan;22499 Straubel Avenue;6164736778;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (783, 'Jaxspan', '22499 Straubel Avenue', '6164736778', '12:00 - 20:00');"
784;Avamm;6 Ruskin Parkway;5245481186;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (784, 'Avamm', '6 Ruskin Parkway', '5245481186', '08:00 - 16:00');"
785;Browsecat;2707 Superior Terrace;1226448539;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (785, 'Browsecat', '2707 Superior Terrace', '1226448539', '07:00 - 15:00');"
786;Plambee;567 Rusk Court;1564127289;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (786, 'Plambee', '567 Rusk Court', '1564127289', '07:00 - 15:00');"
787;Tagopia;69 Fallview Road;7608764255;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (787, 'Tagopia', '69 Fallview Road', '7608764255', '10:00 - 18:00');"
788;Devbug;2136 Lakeland Crossing;8516156747;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (788, 'Devbug', '2136 Lakeland Crossing', '8516156747', '09:00 - 17:00');"
789;Divape;59841 Nevada Place;1909409975;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (789, 'Divape', '59841 Nevada Place', '1909409975', '11:00 - 19:00');"
790;Gabcube;0638 Eliot Place;1738760283;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (790, 'Gabcube', '0638 Eliot Place', '1738760283', '08:00 - 16:00');"
791;Dynabox;9 Lakeland Terrace;1813663071;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (791, 'Dynabox', '9 Lakeland Terrace', '1813663071', '12:00 - 20:00');"
792;Ntag;348 Nevada Plaza;2783256553;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (792, 'Ntag', '348 Nevada Plaza', '2783256553', '09:00 - 17:00');"
793;Meedoo;4022 Buena Vista Plaza;5135296853;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (793, 'Meedoo', '4022 Buena Vista Plaza', '5135296853', '13:00 - 21:00');"
794;Twitterbridge;68704 Merry Pass;4418362254;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (794, 'Twitterbridge', '68704 Merry Pass', '4418362254', '12:00 - 20:00');"
795;Flipopia;84 Claremont Pass;4953770370;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (795, 'Flipopia', '84 Claremont Pass', '4953770370', '07:00 - 15:00');"
796;Yodo;3859 Eastlawn Crossing;4511372475;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (796, 'Yodo', '3859 Eastlawn Crossing', '4511372475', '11:00 - 19:00');"
797;Demivee;3967 Beilfuss Plaza;1594218773;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (797, 'Demivee', '3967 Beilfuss Plaza', '1594218773', '11:00 - 19:00');"
798;Yakijo;9 Erie Avenue;2246476367;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (798, 'Yakijo', '9 Erie Avenue', '2246476367', '13:00 - 21:00');"
799;Fiveclub;03 Delladonna Trail;5702089990;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (799, 'Fiveclub', '03 Delladonna Trail', '5702089990', '07:00 - 15:00');"
800;Roodel;4 Sugar Point;3125821792;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (800, 'Roodel', '4 Sugar Point', '3125821792', '13:00 - 21:00');"
801;Youbridge;74974 Randy Junction;6461066846;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (801, 'Youbridge', '74974 Randy Junction', '6461066846', '06:00 - 14:00');"
802;Skilith;96 Debs Pass;2197909421;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (802, 'Skilith', '96 Debs Pass', '2197909421', '09:00 - 17:00');"
803;Oyoba;7636 Di Loreto Plaza;5779878725;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (803, 'Oyoba', '7636 Di Loreto Plaza', '5779878725', '07:00 - 15:00');"
804;Rhyloo;6458 Alpine Drive;1068136552;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (804, 'Rhyloo', '6458 Alpine Drive', '1068136552', '13:00 - 21:00');"
805;Rhycero;15802 Gina Hill;5266454725;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (805, 'Rhycero', '15802 Gina Hill', '5266454725', '10:00 - 18:00');"
806;Riffpath;03880 Independence Street;4364813134;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (806, 'Riffpath', '03880 Independence Street', '4364813134', '12:00 - 20:00');"
807;Zoomlounge;4 Tomscot Place;3162509862;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (807, 'Zoomlounge', '4 Tomscot Place', '3162509862', '13:00 - 21:00');"
808;Gabspot;4165 2nd Circle;5457352683;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (808, 'Gabspot', '4165 2nd Circle', '5457352683', '13:00 - 21:00');"
809;Brightbean;603 Old Shore Circle;4481600021;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (809, 'Brightbean', '603 Old Shore Circle', '4481600021', '13:00 - 21:00');"
810;Kare;75601 Fisk Point;1902414838;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (810, 'Kare', '75601 Fisk Point', '1902414838', '13:00 - 21:00');"
811;Photobean;6842 8th Street;2573920603;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (811, 'Photobean', '6842 8th Street', '2573920603', '11:00 - 19:00');"
812;Yakijo;94138 Northport Junction;4864713743;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (812, 'Yakijo', '94138 Northport Junction', '4864713743', '08:00 - 16:00');"
813;Agivu;5 Monument Drive;2093834734;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (813, 'Agivu', '5 Monument Drive', '2093834734', '09:00 - 17:00');"
814;Aibox;0914 Killdeer Lane;4161009131;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (814, 'Aibox', '0914 Killdeer Lane', '4161009131', '06:00 - 14:00');"
815;Miboo;984 Kingsford Drive;2618311304;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (815, 'Miboo', '984 Kingsford Drive', '2618311304', '06:00 - 14:00');"
816;Photobug;4737 Old Shore Plaza;3716178900;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (816, 'Photobug', '4737 Old Shore Plaza', '3716178900', '11:00 - 19:00');"
817;Thoughtmix;4 Packers Point;1871281520;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (817, 'Thoughtmix', '4 Packers Point', '1871281520', '12:00 - 20:00');"
818;Browsezoom;1 Pine View Alley;7842178767;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (818, 'Browsezoom', '1 Pine View Alley', '7842178767', '09:00 - 17:00');"
819;Vinte;28080 Sauthoff Plaza;9252793244;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (819, 'Vinte', '28080 Sauthoff Plaza', '9252793244', '13:00 - 21:00');"
820;Fadeo;2337 Glacier Hill Place;9409932984;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (820, 'Fadeo', '2337 Glacier Hill Place', '9409932984', '08:00 - 16:00');"
821;Linklinks;6 Delaware Way;6411787586;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (821, 'Linklinks', '6 Delaware Way', '6411787586', '13:00 - 21:00');"
822;Minyx;282 Delladonna Hill;9852890779;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (822, 'Minyx', '282 Delladonna Hill', '9852890779', '09:00 - 17:00');"
823;Centidel;32 Merry Drive;1282182177;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (823, 'Centidel', '32 Merry Drive', '1282182177', '09:00 - 17:00');"
824;Ozu;14 Paget Terrace;7374367711;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (824, 'Ozu', '14 Paget Terrace', '7374367711', '06:00 - 14:00');"
825;Dabshots;8 Russell Center;8762876437;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (825, 'Dabshots', '8 Russell Center', '8762876437', '09:00 - 17:00');"
826;Tambee;26793 Briar Crest Park;5208666886;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (826, 'Tambee', '26793 Briar Crest Park', '5208666886', '07:00 - 15:00');"
827;Lazzy;0045 International Lane;4417437978;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (827, 'Lazzy', '0045 International Lane', '4417437978', '07:00 - 15:00');"
828;Layo;188 Westport Lane;1153388922;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (828, 'Layo', '188 Westport Lane', '1153388922', '06:00 - 14:00');"
829;Jabbertype;54 Blaine Court;3378407096;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (829, 'Jabbertype', '54 Blaine Court', '3378407096', '10:00 - 18:00');"
830;Mynte;8754 Grover Avenue;8529791951;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (830, 'Mynte', '8754 Grover Avenue', '8529791951', '09:00 - 17:00');"
831;Dynabox;9475 Randy Way;6202800930;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (831, 'Dynabox', '9475 Randy Way', '6202800930', '09:00 - 17:00');"
832;Photospace;678 Ilene Crossing;4038590663;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (832, 'Photospace', '678 Ilene Crossing', '4038590663', '06:00 - 14:00');"
833;Thoughtblab;517 Truax Court;7304785431;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (833, 'Thoughtblab', '517 Truax Court', '7304785431', '09:00 - 17:00');"
834;Eamia;42 Sachs Drive;9701897386;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (834, 'Eamia', '42 Sachs Drive', '9701897386', '07:00 - 15:00');"
835;Wikibox;2 Merrick Junction;6011989701;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (835, 'Wikibox', '2 Merrick Junction', '6011989701', '11:00 - 19:00');"
836;Riffwire;4536 Mcguire Point;3993256898;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (836, 'Riffwire', '4536 Mcguire Point', '3993256898', '06:00 - 14:00');"
837;Centidel;28 Dwight Place;8746227591;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (837, 'Centidel', '28 Dwight Place', '8746227591', '12:00 - 20:00');"
838;Kaymbo;7069 Chinook Hill;6475281906;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (838, 'Kaymbo', '7069 Chinook Hill', '6475281906', '13:00 - 21:00');"
839;Twinte;7 Oriole Terrace;3548818998;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (839, 'Twinte', '7 Oriole Terrace', '3548818998', '11:00 - 19:00');"
840;Buzzbean;82 Tomscot Lane;7057810009;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (840, 'Buzzbean', '82 Tomscot Lane', '7057810009', '10:00 - 18:00');"
841;Yambee;14 Becker Plaza;4071540512;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (841, 'Yambee', '14 Becker Plaza', '4071540512', '12:00 - 20:00');"
842;Trilith;6 Oakridge Center;3599289801;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (842, 'Trilith', '6 Oakridge Center', '3599289801', '07:00 - 15:00');"
843;Jayo;5 Hermina Point;4561608105;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (843, 'Jayo', '5 Hermina Point', '4561608105', '08:00 - 16:00');"
844;Shuffledrive;075 Maple Wood Terrace;3198254993;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (844, 'Shuffledrive', '075 Maple Wood Terrace', '3198254993', '07:00 - 15:00');"
845;Skipstorm;566 Arizona Junction;9305962033;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (845, 'Skipstorm', '566 Arizona Junction', '9305962033', '12:00 - 20:00');"
846;Jamia;6 Larry Avenue;4676274256;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (846, 'Jamia', '6 Larry Avenue', '4676274256', '08:00 - 16:00');"
847;Zoomdog;3324 Hayes Terrace;3481109603;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (847, 'Zoomdog', '3324 Hayes Terrace', '3481109603', '10:00 - 18:00');"
848;Dynabox;45747 Tennessee Court;1157876388;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (848, 'Dynabox', '45747 Tennessee Court', '1157876388', '10:00 - 18:00');"
849;Agivu;5 Esker Center;9405710531;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (849, 'Agivu', '5 Esker Center', '9405710531', '12:00 - 20:00');"
850;Fivechat;543 Clarendon Trail;6221381152;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (850, 'Fivechat', '543 Clarendon Trail', '6221381152', '11:00 - 19:00');"
851;Meevee;195 Jana Point;1884164987;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (851, 'Meevee', '195 Jana Point', '1884164987', '08:00 - 16:00');"
852;Ntags;51 Division Hill;9926885656;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (852, 'Ntags', '51 Division Hill', '9926885656', '08:00 - 16:00');"
853;Bubblemix;1194 Carberry Plaza;8005084480;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (853, 'Bubblemix', '1194 Carberry Plaza', '8005084480', '10:00 - 18:00');"
854;Eire;171 Veith Court;6361501531;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (854, 'Eire', '171 Veith Court', '6361501531', '10:00 - 18:00');"
855;Shufflester;492 Farwell Crossing;1059165716;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (855, 'Shufflester', '492 Farwell Crossing', '1059165716', '13:00 - 21:00');"
856;Zooxo;7 Fair Oaks Terrace;3369853031;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (856, 'Zooxo', '7 Fair Oaks Terrace', '3369853031', '08:00 - 16:00');"
857;Wikizz;0890 Glendale Point;5574140592;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (857, 'Wikizz', '0890 Glendale Point', '5574140592', '06:00 - 14:00');"
858;Bluejam;34013 Rockefeller Road;2554631029;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (858, 'Bluejam', '34013 Rockefeller Road', '2554631029', '06:00 - 14:00');"
859;Oozz;8 Hanover Trail;7867929112;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (859, 'Oozz', '8 Hanover Trail', '7867929112', '11:00 - 19:00');"
860;Gabtune;73784 Bluestem Junction;7087912315;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (860, 'Gabtune', '73784 Bluestem Junction', '7087912315', '12:00 - 20:00');"
861;Camimbo;85 Dorton Center;4188433996;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (861, 'Camimbo', '85 Dorton Center', '4188433996', '12:00 - 20:00');"
862;Tagfeed;3273 Grasskamp Park;3506278451;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (862, 'Tagfeed', '3273 Grasskamp Park', '3506278451', '07:00 - 15:00');"
863;Shuffledrive;8 Kipling Road;9582008948;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (863, 'Shuffledrive', '8 Kipling Road', '9582008948', '12:00 - 20:00');"
864;Dablist;831 Commercial Circle;9667526311;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (864, 'Dablist', '831 Commercial Circle', '9667526311', '11:00 - 19:00');"
865;Quinu;0207 Center Alley;5105212333;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (865, 'Quinu', '0207 Center Alley', '5105212333', '09:00 - 17:00');"
866;Vidoo;588 Sherman Drive;2482467877;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (866, 'Vidoo', '588 Sherman Drive', '2482467877', '13:00 - 21:00');"
867;Yadel;74 Nobel Pass;6068709658;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (867, 'Yadel', '74 Nobel Pass', '6068709658', '06:00 - 14:00');"
868;Snaptags;41 Coolidge Parkway;7541292852;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (868, 'Snaptags', '41 Coolidge Parkway', '7541292852', '13:00 - 21:00');"
869;Dabjam;426 Lawn Trail;1735364745;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (869, 'Dabjam', '426 Lawn Trail', '1735364745', '10:00 - 18:00');"
870;Tagopia;4647 Swallow Street;8389889100;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (870, 'Tagopia', '4647 Swallow Street', '8389889100', '07:00 - 15:00');"
871;Meevee;5 Heath Trail;5016441585;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (871, 'Meevee', '5 Heath Trail', '5016441585', '08:00 - 16:00');"
872;Quinu;72 Pearson Trail;3144450254;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (872, 'Quinu', '72 Pearson Trail', '3144450254', '08:00 - 16:00');"
873;Ailane;3 Moland Way;3394487312;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (873, 'Ailane', '3 Moland Way', '3394487312', '09:00 - 17:00');"
874;Photojam;2 Towne Park;3933903709;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (874, 'Photojam', '2 Towne Park', '3933903709', '08:00 - 16:00');"
875;Fadeo;351 Waywood Crossing;5301805955;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (875, 'Fadeo', '351 Waywood Crossing', '5301805955', '10:00 - 18:00');"
876;Gabtype;0471 Doe Crossing Junction;5282495008;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (876, 'Gabtype', '0471 Doe Crossing Junction', '5282495008', '08:00 - 16:00');"
877;Kimia;5 Merchant Place;8368442650;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (877, 'Kimia', '5 Merchant Place', '8368442650', '09:00 - 17:00');"
878;Bubblebox;79324 Sutteridge Hill;1647206683;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (878, 'Bubblebox', '79324 Sutteridge Hill', '1647206683', '06:00 - 14:00');"
879;Yozio;91069 Morrow Parkway;4482586544;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (879, 'Yozio', '91069 Morrow Parkway', '4482586544', '09:00 - 17:00');"
880;Ailane;3 Farwell Terrace;6203440140;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (880, 'Ailane', '3 Farwell Terrace', '6203440140', '12:00 - 20:00');"
881;Edgeclub;9 Independence Crossing;1129982810;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (881, 'Edgeclub', '9 Independence Crossing', '1129982810', '13:00 - 21:00');"
882;Flipstorm;0 Golf Pass;6765493647;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (882, 'Flipstorm', '0 Golf Pass', '6765493647', '13:00 - 21:00');"
883;Bubblemix;99396 Ramsey Crossing;8142276708;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (883, 'Bubblemix', '99396 Ramsey Crossing', '8142276708', '10:00 - 18:00');"
884;Skyba;386 Eggendart Alley;4485409019;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (884, 'Skyba', '386 Eggendart Alley', '4485409019', '06:00 - 14:00');"
885;Shuffletag;227 Bowman Pass;8573401591;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (885, 'Shuffletag', '227 Bowman Pass', '8573401591', '06:00 - 14:00');"
886;Kazio;92 Homewood Street;6456069715;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (886, 'Kazio', '92 Homewood Street', '6456069715', '13:00 - 21:00');"
887;Linktype;65102 Bayside Terrace;5218488216;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (887, 'Linktype', '65102 Bayside Terrace', '5218488216', '11:00 - 19:00');"
888;Demimbu;376 Westport Plaza;4443955196;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (888, 'Demimbu', '376 Westport Plaza', '4443955196', '08:00 - 16:00');"
